Orders,Total_Spend,Avg_Order_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Products,Customer_Lifetime_Days,Recency_Days,Customer_Type
1,226.21,16.16,133,2023-03-21 08:18:00,2023-03-21 08:18:00,14,0,263,At Risk
2,178.96,19.88,88,2023-03-24 10:37:00,2023-12-06 12:19:00,9,257,3,Regular
4,813.48,28.05,302,2023-03-07 11:32:00,2023-10-19 11:38:00,22,226,51,Regular
1,129.45,25.89,39,2023-04-08 10:09:00,2023-04-08 10:09:00,5,0,245,At Risk
2,810.57,16.89,488,2023-05-26 14:20:00,2023-09-20 12:39:00,44,116,80,Regular
1,333.08,14.48,164,2023-03-10 12:50:00,2023-03-10 12:50:00,23,0,274,At Risk
17,4413.1,24.65,2690,2023-03-18 12:27:00,2023-12-09 11:56:00,86,265,0,VIP
1,322.8,16.14,162,2023-09-21 14:38:00,2023-09-21 14:38:00,20,0,78,Regular
5,2188.05,18.7,1205,2023-04-19 08:55:00,2023-11-10 12:45:00,79,205,29,High Value
2,408.63,6.81,489,2023-09-04 16:12:00,2023-09-27 10:34:00,58,22,73,Regular
6,2883.1,18.97,1138,2023-04-19 14:36:00,2023-11-22 13:41:00,115,216,16,VIP
2,217.9,24.21,82,2022-12-02 17:41:00,2023-05-01 12:09:00,9,149,222,At Risk
4,1154.47,16.73,927,2023-04-28 10:20:00,2023-11-07 13:17:00,66,193,31,Regular
10,1680.72,17.88,1255,2022-12-06 10:19:00,2023-11-17 11:09:00,92,346,22,Frequent
3,1257.51,25.15,510,2023-04-18 09:31:00,2023-11-08 13:20:00,48,204,30,Regular
1,231.1,19.26,256,2023-08-26 12:49:00,2023-08-26 12:49:00,12,0,105,Regular
2,688.33,20.24,479,2023-05-16 12:35:00,2023-12-05 11:31:00,32,202,4,Regular
1,487.51,18.06,269,2023-04-08 08:24:00,2023-04-08 08:24:00,27,0,245,At Risk
2,833.78,13.45,826,2023-05-11 12:53:00,2023-06-15 12:39:00,62,34,177,Regular
2,214.06,15.29,146,2023-05-19 09:31:00,2023-06-23 11:47:00,12,35,169,Regular
1,290.66,15.3,281,2023-10-28 08:58:00,2023-10-28 08:58:00,19,0,42,Regular
1,518.42,21.6,372,2023-09-29 09:51:00,2023-09-29 09:51:00,24,0,71,Regular
7,6773.97,57.41,3283,2023-03-11 13:13:00,2023-10-12 09:38:00,74,214,58,VIP
2,1212.66,17.57,733,2023-09-29 13:38:00,2023-11-23 14:51:00,67,55,15,Regular
4,601.27,20.73,282,2022-12-06 15:09:00,2023-07-21 15:23:00,29,227,140,Regular
6,3789.52,14.69,2363,2023-01-12 10:16:00,2023-11-22 11:25:00,208,314,17,VIP
15,8625.8,118.16,8894,2022-12-10 11:23:00,2023-11-17 14:43:00,14,342,21,VIP
4,874.43,4.55,1130,2023-03-30 12:02:00,2023-11-30 11:48:00,158,244,9,Regular
1,123.24,15.4,40,2022-12-06 13:47:00,2022-12-06 13:47:00,8,0,367,At Risk
1,39.12,19.56,72,2023-06-03 15:03:00,2023-06-03 15:03:00,2,0,188,At Risk
4,1267.65,79.23,571,2023-01-24 12:44:00,2023-11-23 14:53:00,16,303,15,Regular
1,135.4,15.04,59,2022-12-12 14:03:00,2022-12-12 14:03:00,9,0,361,At Risk
1,118.98,3.72,233,2023-11-20 14:01:00,2023-11-20 14:01:00,32,0,18,Regular
2,567.18,10.91,236,2023-02-28 12:57:00,2023-10-02 15:26:00,52,216,67,Regular
6,306.72,15.34,318,2023-02-28 12:46:00,2023-11-24 17:43:00,9,269,14,Frequent
3,1348.88,8.65,881,2023-09-22 14:13:00,2023-11-16 12:26:00,141,54,23,Regular
11,4095.9,16.25,2556,2022-12-16 10:30:00,2023-11-23 09:34:00,179,341,16,VIP
3,1692.27,282.04,875,2023-06-28 11:20:00,2023-11-11 13:40:00,3,136,27,Regular
20,8134.94,71.36,2832,2023-03-18 10:15:00,2023-12-07 16:29:00,22,264,1,VIP
2,304.24,3.27,181,2023-09-02 13:59:00,2023-10-16 11:31:00,89,43,54,Regular
4,1592.12,17.89,636,2023-01-06 13:00:00,2023-11-06 12:01:00,75,303,33,Regular
12,3109.99,19.08,2397,2023-03-02 09:24:00,2023-12-07 12:17:00,92,280,2,VIP
1,129.75,43.25,29,2022-12-08 13:51:00,2022-12-08 13:51:00,3,0,365,At Risk
1,183.7,18.37,94,2023-10-27 17:35:00,2023-10-27 17:35:00,10,0,42,Regular
6,1770.34,40.24,1407,2023-03-31 13:46:00,2023-09-28 11:11:00,18,180,72,Frequent
5,1028.0,34.27,1040,2023-06-05 11:02:00,2023-12-05 12:13:00,15,183,4,Regular
28,66653.56,240.63,50255,2022-12-16 17:34:00,2023-12-05 14:06:00,119,353,3,VIP
2,324.24,5.23,396,2023-10-09 13:44:00,2023-10-09 13:58:00,60,0,60,Regular
7,2959.88,5.44,1977,2022-12-19 14:41:00,2023-10-23 13:49:00,406,307,46,VIP
4,1260.86,20.34,804,2023-10-10 12:23:00,2023-12-08 15:24:00,52,59,0,Regular
2,422.6,32.51,330,2023-09-18 13:29:00,2023-09-25 11:39:00,12,6,75,Regular
2,225.58,18.8,138,2023-05-22 10:53:00,2023-09-28 15:02:00,10,129,71,Regular
2,1276.0,425.33,152,2023-02-23 15:41:00,2023-03-28 14:46:00,2,32,255,At Risk
2,477.86,8.1,203,2023-03-13 11:06:00,2023-10-02 11:10:00,58,203,68,Regular
4,657.9,65.79,146,2023-04-05 15:20:00,2023-07-27 14:23:00,7,112,134,Regular
1,112.75,5.37,27,2023-04-12 17:12:00,2023-04-12 17:12:00,20,0,240,At Risk
2,1998.0,399.6,840,2023-03-31 13:33:00,2023-04-27 10:52:00,4,26,226,At Risk
13,5076.55,16.48,4024,2022-12-08 16:34:00,2023-12-01 11:00:00,159,357,8,VIP
13,5398.3,37.49,6393,2022-12-13 11:51:00,2023-12-01 11:10:00,99,352,8,VIP
20,14034.99,51.98,5476,2022-12-16 10:51:00,2023-12-09 12:08:00,133,358,0,VIP
3,531.35,4.32,249,2023-08-17 15:53:00,2023-11-02 13:50:00,108,76,36,Regular
1,656.63,24.32,285,2023-10-25 12:20:00,2023-10-25 12:20:00,27,0,45,Regular
5,3029.87,38.35,851,2023-03-03 10:55:00,2023-09-16 10:56:00,64,197,84,High Value
10,2467.99,6.26,1823,2022-12-06 13:13:00,2023-11-20 14:50:00,268,349,18,VIP
5,1651.03,75.05,833,2022-12-17 12:43:00,2023-12-06 16:32:00,18,354,2,Regular
11,3611.31,8.24,1730,2023-03-08 15:07:00,2023-11-30 13:48:00,259,266,8,VIP
15,6910.78,11.16,4271,2022-12-08 13:01:00,2023-11-21 12:36:00,338,347,18,VIP
3,1129.06,12.98,589,2023-01-26 13:40:00,2023-05-05 11:09:00,77,98,218,At Risk
1,301.72,15.88,642,2023-09-22 18:15:00,2023-09-22 18:15:00,19,0,77,Regular
2,901.2,450.6,120,2023-02-01 15:35:00,2023-03-18 10:03:00,1,44,266,At Risk
6,3843.08,19.41,1860,2022-12-08 16:48:00,2023-11-16 12:16:00,176,342,23,VIP
1,606.05,13.77,407,2022-12-05 13:03:00,2022-12-05 13:03:00,41,0,368,At Risk
7,1770.22,9.03,1175,2022-12-06 12:06:00,2023-11-25 09:27:00,107,353,14,Frequent
1,152.95,6.12,180,2023-11-13 16:22:00,2023-11-13 16:22:00,25,0,25,Regular
1,292.47,7.9,172,2023-03-22 16:08:00,2023-03-22 16:08:00,37,0,261,At Risk
13,4730.81,21.03,5001,2022-12-06 12:59:00,2023-11-22 13:28:00,96,351,16,VIP
2,576.4,13.72,398,2023-08-24 11:31:00,2023-09-09 13:01:00,37,16,90,Regular
7,758.27,5.23,288,2022-12-03 16:02:00,2023-02-10 16:52:00,110,69,301,At Risk
5,1358.74,7.63,945,2022-12-13 13:28:00,2023-11-13 14:53:00,121,335,25,Regular
1,256.32,5.83,167,2022-12-10 13:48:00,2022-12-10 13:48:00,41,0,363,At Risk
4,1048.28,3.99,671,2023-03-20 13:28:00,2023-10-24 14:36:00,218,218,45,Regular
21,7205.33,10.98,5722,2023-04-12 14:22:00,2023-11-01 14:29:00,234,203,37,VIP
3,743.11,9.06,994,2023-01-24 14:01:00,2023-10-18 14:11:00,75,267,51,Regular
1,603.75,21.56,317,2023-11-08 09:54:00,2023-11-08 09:54:00,28,0,31,Regular
3,646.76,12.44,345,2023-08-17 15:00:00,2023-10-18 13:44:00,44,61,51,Regular
5,2247.41,19.37,1532,2023-01-09 12:53:00,2023-09-22 11:49:00,88,255,78,High Value
1,417.6,417.6,288,2023-10-17 13:03:00,2023-10-17 13:03:00,1,0,52,Regular
1,3.75,3.75,3,2023-02-15 09:46:00,2023-02-15 09:46:00,1,0,297,At Risk
1,323.0,24.85,172,2023-06-16 09:17:00,2023-06-16 09:17:00,13,0,176,Regular
1,464.9,464.9,1,2023-10-24 12:02:00,2023-10-24 12:02:00,1,0,46,Regular
7,2213.13,11.65,2035,2022-12-16 12:15:00,2023-11-10 13:13:00,89,329,28,VIP
7,1291.91,5.47,798,2023-06-19 15:13:00,2023-11-28 13:06:00,198,161,10,Frequent
17,7180.7,20.23,6719,2023-02-01 11:31:00,2023-09-14 11:58:00,148,225,86,VIP
18,6680.11,15.05,4660,2022-12-16 11:43:00,2023-12-05 12:33:00,234,354,4,VIP
2,836.06,19.91,583,2023-10-03 10:18:00,2023-11-02 11:37:00,34,30,37,Regular
5,1515.9,21.97,880,2023-01-09 13:50:00,2023-11-22 10:17:00,42,316,17,Regular
5,623.93,6.57,214,2023-04-21 16:53:00,2023-10-26 12:48:00,74,187,44,Regular
1,1764.72,70.59,1031,2023-11-09 10:48:00,2023-11-09 10:48:00,24,0,30,Regular
1,207.5,23.06,54,2022-12-02 12:18:00,2022-12-02 12:18:00,9,0,372,At Risk
1,223.92,6.59,189,2023-10-12 13:14:00,2023-10-12 13:14:00,34,0,57,Regular
1,2002.4,1001.2,4280,2022-12-02 17:38:00,2022-12-02 17:38:00,2,0,371,At Risk
3,1475.43,8.94,1058,2023-01-28 10:47:00,2023-08-17 13:21:00,133,201,113,Regular
1,239.4,18.42,106,2023-05-09 09:33:00,2023-05-09 09:33:00,13,0,214,At Risk
1,106.83,15.26,81,2023-01-25 11:59:00,2023-01-25 11:59:00,7,0,318,At Risk
1,369.34,16.79,203,2023-10-05 14:47:00,2023-10-05 14:47:00,22,0,64,Regular
3,789.79,18.8,609,2023-11-09 09:06:00,2023-12-02 12:42:00,40,23,7,Regular
1,316.62,24.36,341,2023-09-04 11:15:00,2023-09-04 11:15:00,13,0,96,Regular
3,1207.24,19.16,480,2023-07-18 12:52:00,2023-11-20 11:43:00,51,124,19,Regular
1,611.85,26.6,319,2023-05-25 11:52:00,2023-05-25 11:52:00,23,0,198,At Risk
13,2790.95,3.99,1253,2023-07-19 17:17:00,2023-12-06 11:41:00,209,139,3,VIP
1,34.0,34.0,4,2023-02-18 15:41:00,2023-02-18 15:41:00,1,0,293,At Risk
2,1145.6,33.69,536,2023-03-11 13:34:00,2023-03-11 15:22:00,17,0,272,At Risk
11,5575.56,25.23,4423,2023-01-27 13:38:00,2023-11-09 09:42:00,148,285,30,VIP
3,478.09,8.85,196,2023-03-13 10:25:00,2023-10-23 10:38:00,47,224,47,Regular
1,361.54,9.51,80,2023-03-24 13:41:00,2023-03-24 13:41:00,33,0,259,At Risk
5,757.1,5.41,456,2022-12-02 15:49:00,2023-10-13 12:21:00,116,314,57,Regular
5,2242.61,8.83,1487,2023-01-05 13:57:00,2023-11-06 13:28:00,200,304,32,High Value
1,171.59,6.6,171,2023-10-13 14:37:00,2023-10-13 14:37:00,23,0,56,Regular
4,661.52,13.78,322,2023-06-14 12:45:00,2023-10-03 12:41:00,36,110,67,Regular
11,1691.51,10.77,439,2022-12-07 15:15:00,2023-11-29 15:22:00,84,357,9,Frequent
1,371.54,5.23,254,2023-10-10 13:04:00,2023-10-10 13:04:00,61,0,59,Regular
2,222.62,4.64,62,2023-03-27 14:34:00,2023-09-20 13:41:00,45,176,79,Regular
2,245.94,15.37,194,2023-03-10 15:21:00,2023-09-26 13:48:00,16,199,73,Regular
22,10611.72,32.06,5301,2022-12-08 09:56:00,2023-12-07 14:54:00,161,364,1,VIP
2,422.24,7.16,270,2023-03-25 17:34:00,2023-08-31 16:09:00,51,158,99,Regular
1,311.25,18.31,113,2022-12-02 14:26:00,2022-12-02 14:26:00,17,0,371,At Risk
13,2267.95,12.39,705,2022-12-09 11:28:00,2023-11-29 13:20:00,103,355,9,VIP
1,107.6,35.87,24,2023-11-20 12:20:00,2023-11-20 12:20:00,3,0,19,Regular
2,594.39,4.02,304,2023-03-30 13:05:00,2023-08-08 14:53:00,138,131,122,Regular
1,80.8,16.16,32,2023-12-01 15:12:00,2023-12-01 15:12:00,5,0,7,Regular
6,1545.62,16.62,898,2023-11-02 11:23:00,2023-12-06 11:53:00,88,34,3,Frequent
7,1705.78,5.43,757,2023-01-11 15:42:00,2023-11-10 19:12:00,218,303,28,Frequent
2,110.38,9.2,44,2023-03-02 14:39:00,2023-03-02 14:41:00,11,0,281,At Risk
1,243.84,15.24,146,2023-10-13 15:08:00,2023-10-13 15:08:00,16,0,56,Regular
10,1196.5,4.3,923,2023-06-12 14:15:00,2023-12-08 17:54:00,142,179,0,Frequent
1,414.88,6.29,239,2022-12-09 14:08:00,2022-12-09 14:08:00,64,0,364,At Risk
1,305.62,16.98,186,2023-09-11 14:01:00,2023-09-11 14:01:00,18,0,88,Regular
1,1162.65,7.45,524,2023-11-28 14:06:00,2023-11-28 14:06:00,148,0,10,Regular
4,1594.23,21.26,493,2023-03-11 13:56:00,2023-06-29 15:33:00,72,110,162,Regular
1,332.3,13.85,245,2023-10-05 14:28:00,2023-10-05 14:28:00,24,0,64,Regular
3,536.99,8.95,246,2023-03-14 15:48:00,2023-11-16 16:43:00,59,247,22,Regular
2,460.59,4.7,539,2022-12-14 13:35:00,2023-06-19 11:23:00,94,186,173,Regular
4,762.16,8.2,356,2023-04-14 19:59:00,2023-08-28 15:27:00,68,135,102,Regular
3,1121.59,16.74,778,2023-03-14 09:46:00,2023-07-20 12:00:00,57,128,142,Regular
2,288.42,12.54,196,2023-03-10 19:05:00,2023-09-01 19:34:00,21,175,98,Regular
5,914.69,6.14,652,2023-03-22 15:20:00,2023-11-16 15:45:00,79,239,22,Regular
1,309.54,20.64,114,2023-05-31 15:32:00,2023-05-31 15:32:00,15,0,191,At Risk
2,547.07,19.54,477,2023-11-22 17:19:00,2023-12-05 11:39:00,26,12,4,Regular
1,479.35,31.96,81,2022-12-14 12:35:00,2022-12-14 12:35:00,15,0,360,At Risk
10,1652.18,3.88,1501,2023-05-19 13:28:00,2023-12-01 14:03:00,248,196,7,Frequent
21,6416.7,20.12,2697,2022-12-05 11:45:00,2023-11-25 13:27:00,122,355,13,VIP
4,417.06,14.9,274,2022-12-16 17:01:00,2023-08-28 14:16:00,28,254,102,Regular
9,1604.75,18.66,822,2022-12-06 14:19:00,2023-12-07 11:03:00,73,365,2,Frequent
11,3349.57,17.82,2164,2023-05-18 11:42:00,2023-11-29 10:41:00,172,194,10,VIP
1,497.61,19.14,307,2023-09-05 12:06:00,2023-09-05 12:06:00,26,0,95,Regular
1,358.38,9.43,136,2023-04-26 15:00:00,2023-04-26 15:00:00,34,0,226,At Risk
2,460.64,17.72,236,2023-06-28 13:36:00,2023-11-24 12:38:00,23,148,15,Regular
2,775.18,27.68,566,2023-06-07 09:44:00,2023-11-01 11:51:00,27,147,38,Regular
1,341.7,15.53,158,2023-10-19 14:05:00,2023-10-19 14:05:00,22,0,50,Regular
2,128.5,16.06,59,2023-08-19 13:24:00,2023-09-07 15:10:00,8,19,92,Regular
1,197.22,17.93,99,2023-07-06 10:48:00,2023-07-06 10:48:00,11,0,156,Regular
1,325.91,14.17,264,2023-11-01 11:35:00,2023-11-01 11:35:00,23,0,38,Regular
3,199.15,16.6,33,2023-05-06 14:12:00,2023-06-08 15:36:00,11,33,183,At Risk
4,1106.53,23.54,440,2023-01-09 13:02:00,2023-12-08 14:39:00,46,333,0,Regular
1,413.46,17.23,358,2023-04-26 09:37:00,2023-04-26 09:37:00,24,0,227,At Risk
2,180.85,18.08,61,2022-12-01 17:15:00,2023-08-03 13:50:00,10,244,127,Regular
2,251.87,22.9,165,2023-08-15 12:38:00,2023-10-31 10:05:00,11,76,39,Regular
11,3170.98,19.22,1563,2023-04-08 08:48:00,2023-11-08 14:27:00,123,214,30,VIP
2,588.85,23.55,185,2023-02-24 15:01:00,2023-05-26 13:13:00,24,90,196,At Risk
34,16594.35,62.38,8975,2022-12-05 11:15:00,2023-12-01 09:03:00,114,360,8,VIP
6,1869.82,16.12,2250,2023-02-25 12:40:00,2023-11-03 11:51:00,101,250,36,Frequent
3,1264.19,20.07,693,2023-02-10 14:51:00,2023-08-31 10:42:00,45,201,100,Regular
16,10196.57,26.98,10159,2023-01-16 16:10:00,2023-10-28 09:06:00,226,284,42,VIP
1,214.32,19.48,135,2023-10-20 13:55:00,2023-10-20 13:55:00,11,0,49,Regular
1,193.44,16.12,78,2023-10-27 13:29:00,2023-10-27 13:29:00,12,0,42,Regular
1,281.42,20.1,182,2023-10-18 08:42:00,2023-10-18 08:42:00,14,0,52,Regular
1,124.57,15.57,33,2023-06-06 09:16:00,2023-06-06 09:16:00,8,0,186,At Risk
1,332.41,17.5,249,2023-01-10 11:09:00,2023-01-10 11:09:00,19,0,333,At Risk
3,342.45,17.12,271,2023-10-19 09:48:00,2023-12-05 13:32:00,17,47,3,Regular
2,144.91,16.1,56,2023-06-16 15:49:00,2023-11-29 13:22:00,9,165,9,Regular
2,328.4,17.28,164,2023-10-27 16:31:00,2023-11-16 12:03:00,19,19,23,Regular
1,35.4,17.7,12,2023-11-25 08:59:00,2023-11-25 08:59:00,2,0,14,Regular
1,375.69,37.57,91,2022-12-06 09:52:00,2022-12-06 09:52:00,9,0,368,At Risk
2,747.81,14.38,827,2023-03-23 13:39:00,2023-07-18 12:19:00,50,116,144,Regular
2,173.76,28.96,140,2023-07-04 15:38:00,2023-10-11 09:05:00,6,98,59,Regular
2,502.8,19.34,409,2022-12-08 08:58:00,2023-11-08 15:26:00,25,335,30,Regular
3,207.74,18.89,60,2023-07-01 12:34:00,2023-07-22 10:06:00,10,20,140,Regular
4,817.12,6.43,583,2023-06-17 13:01:00,2023-11-17 12:02:00,113,152,22,Regular
6,2812.34,20.53,1253,2023-03-14 10:31:00,2023-11-17 19:27:00,131,248,21,VIP
3,680.02,97.15,600,2023-06-08 14:32:00,2023-09-23 16:05:00,5,107,76,Regular
6,7123.62,25.53,3840,2022-12-10 15:45:00,2023-12-05 12:05:00,179,359,4,VIP
5,2095.53,18.71,1069,2023-01-04 10:37:00,2023-10-03 13:39:00,93,272,66,High Value
6,846.62,5.43,458,2023-05-15 16:13:00,2023-11-27 13:47:00,111,195,11,Frequent
1,13.3,4.43,12,2023-09-16 17:39:00,2023-09-16 17:39:00,3,0,83,Regular
7,1491.43,8.57,746,2023-06-03 16:45:00,2023-11-09 11:33:00,121,158,30,Frequent
1,432.0,432.0,600,2023-10-04 10:33:00,2023-10-04 10:33:00,1,0,66,Regular
3,705.12,18.08,424,2023-01-26 17:43:00,2023-10-04 10:42:00,39,250,66,Regular
2,272.48,7.36,103,2022-12-03 10:33:00,2023-06-05 12:51:00,33,184,186,At Risk
2,429.84,16.53,320,2023-11-02 10:16:00,2023-11-02 11:52:00,26,0,37,Regular
3,450.41,4.69,178,2022-12-17 17:23:00,2023-11-24 13:40:00,82,341,14,Regular
1,192.33,5.34,156,2023-11-04 14:07:00,2023-11-04 14:07:00,35,0,34,Regular
3,1578.67,11.69,925,2023-01-07 10:47:00,2023-05-29 11:05:00,112,142,194,At Risk
5,742.43,3.99,265,2022-12-03 11:35:00,2023-12-08 11:15:00,166,369,1,Regular
5,518.19,5.34,236,2023-06-09 11:35:00,2023-12-08 13:18:00,87,182,0,Regular
1,145.93,3.24,62,2022-12-08 12:06:00,2022-12-08 12:06:00,44,0,366,At Risk
1,202.27,3.26,91,2023-10-06 12:15:00,2023-10-06 12:15:00,57,0,64,Regular
2,289.78,7.83,73,2023-01-30 11:52:00,2023-02-13 15:02:00,37,14,298,At Risk
3,501.03,3.19,412,2022-12-06 12:23:00,2023-11-13 15:44:00,150,342,25,Regular
6,1271.06,10.33,520,2022-12-14 13:11:00,2023-12-02 12:03:00,80,352,7,Frequent
3,887.11,11.23,833,2023-10-07 13:17:00,2023-11-23 10:32:00,78,46,16,Regular
1,1706.88,38.79,629,2023-08-15 14:17:00,2023-08-15 14:17:00,43,0,115,Regular
1,363.2,6.49,247,2023-11-10 15:32:00,2023-11-10 15:32:00,50,0,28,Regular
16,3653.75,5.49,1984,2022-12-07 13:29:00,2023-12-05 13:10:00,387,362,3,VIP
7,3037.6,15.26,1381,2022-12-03 10:43:00,2023-12-04 14:01:00,117,366,4,VIP
4,559.59,6.51,263,2023-04-05 12:30:00,2023-09-19 11:49:00,74,166,81,Regular
5,928.76,6.63,286,2022-12-09 16:52:00,2023-11-10 18:04:00,89,336,28,Regular
1,379.14,21.06,436,2023-09-28 16:45:00,2023-09-28 16:45:00,18,0,71,Regular
8,1508.96,2.77,884,2023-09-09 14:14:00,2023-12-05 12:51:00,318,86,3,Frequent
11,2555.58,25.56,1025,2023-01-20 15:42:00,2023-11-11 12:18:00,88,294,28,VIP
1,113.44,14.18,82,2023-02-22 12:56:00,2023-02-22 12:56:00,8,0,289,At Risk
1,183.76,6.13,112,2023-11-03 15:27:00,2023-11-03 15:27:00,25,0,35,Regular
6,621.68,10.91,132,2023-03-01 09:52:00,2023-11-30 16:39:00,46,274,8,Frequent
2,562.41,4.14,431,2022-12-02 13:14:00,2023-11-16 12:08:00,129,348,23,Regular
1,391.52,43.5,232,2023-03-08 11:55:00,2023-03-08 11:55:00,9,0,276,At Risk
6,1068.82,8.35,721,2023-01-26 17:37:00,2023-10-21 12:50:00,97,267,49,Frequent
11,2592.25,7.95,1403,2022-12-06 12:52:00,2023-07-06 13:35:00,141,212,155,VIP
1,154.18,2.8,154,2023-10-09 16:22:00,2023-10-09 16:22:00,50,0,60,Regular
19,7069.08,11.29,3344,2022-12-12 11:06:00,2023-11-27 13:00:00,313,350,11,VIP
3,829.89,10.25,467,2023-09-16 12:54:00,2023-11-18 12:53:00,69,62,20,Regular
1,230.25,16.45,35,2022-12-03 13:42:00,2022-12-03 13:42:00,14,0,370,At Risk
3,543.05,90.51,993,2022-12-13 11:57:00,2023-08-16 11:10:00,5,245,115,Regular
17,2814.7,13.8,2092,2022-12-01 15:21:00,2023-09-20 15:10:00,69,292,79,VIP
7,1295.39,16.82,929,2023-07-07 12:39:00,2023-12-06 08:37:00,51,151,3,Frequent
3,378.89,7.15,339,2023-10-02 14:25:00,2023-11-13 16:13:00,47,42,25,Regular
21,4554.87,5.14,3134,2022-12-05 11:40:00,2023-12-04 13:15:00,448,364,4,VIP
1,150.23,3.13,82,2023-10-17 14:12:00,2023-10-17 14:12:00,44,0,52,Regular
2,563.23,12.8,288,2023-04-14 13:33:00,2023-12-08 12:54:00,42,237,0,Regular
2,931.03,15.26,397,2023-10-16 12:25:00,2023-10-16 12:40:00,59,0,54,Regular
1,261.9,4.68,171,2023-11-14 11:04:00,2023-11-14 11:04:00,56,0,25,Regular
4,2711.68,11.54,2533,2023-02-04 09:34:00,2023-12-01 10:20:00,212,300,8,High Value
3,3049.88,10.0,2169,2023-02-23 12:27:00,2023-10-18 13:15:00,226,237,51,High Value
9,1904.99,6.88,805,2023-04-26 11:59:00,2023-11-27 12:40:00,159,215,12,Frequent
3,816.73,24.75,145,2023-01-25 14:00:00,2023-05-12 11:57:00,23,106,211,At Risk
19,4345.5,17.45,2725,2022-12-16 17:49:00,2023-11-18 11:39:00,137,336,21,VIP
1,406.48,19.36,312,2023-04-18 09:38:00,2023-04-18 09:38:00,21,0,235,At Risk
3,435.02,22.9,1614,2023-01-18 10:58:00,2023-07-24 12:46:00,15,187,138,Regular
6,1286.27,21.44,791,2023-01-27 12:11:00,2023-12-06 11:07:00,57,312,3,Frequent
3,1178.56,28.06,644,2022-12-07 15:20:00,2023-10-14 09:06:00,39,310,56,Regular
3,1277.75,14.86,1318,2023-02-08 14:58:00,2023-07-28 12:05:00,73,169,134,Regular
2,167.61,10.48,92,2023-08-22 12:58:00,2023-08-22 13:03:00,16,0,108,Regular
1,20.8,20.8,10,2023-11-09 15:54:00,2023-11-09 15:54:00,1,0,29,Regular
9,2085.08,38.61,1054,2022-12-15 10:41:00,2023-12-09 09:46:00,40,358,0,VIP
4,518.67,20.75,266,2022-12-01 13:31:00,2023-06-08 10:36:00,18,188,184,At Risk
1,308.74,19.3,114,2023-11-22 08:56:00,2023-11-22 08:56:00,16,0,17,Regular
2,416.64,26.04,172,2023-03-03 09:25:00,2023-04-14 13:56:00,15,42,238,At Risk
1,117.35,16.76,49,2023-09-13 15:03:00,2023-09-13 15:03:00,7,0,86,Regular
3,507.05,5.02,304,2023-04-01 11:54:00,2023-11-01 11:35:00,92,213,38,Regular
1,234.17,16.73,125,2023-08-15 13:46:00,2023-08-15 13:46:00,14,0,115,Regular
1,110.55,15.79,35,2023-06-05 13:48:00,2023-06-05 13:48:00,7,0,186,At Risk
1,201.19,7.74,291,2023-04-27 12:08:00,2023-04-27 12:08:00,26,0,226,At Risk
7,2154.97,76.96,1981,2023-04-13 14:17:00,2023-12-01 13:40:00,8,231,7,VIP
1,319.02,15.19,333,2023-06-03 14:24:00,2023-06-03 14:24:00,21,0,188,At Risk
2,439.43,14.18,326,2023-08-24 10:51:00,2023-12-05 15:02:00,31,103,3,Regular
3,650.41,15.49,816,2023-06-01 12:10:00,2023-10-31 13:12:00,42,152,38,Regular
1,357.21,8.71,72,2023-11-01 15:06:00,2023-11-01 15:06:00,40,0,37,Regular
1,251.52,125.76,88,2023-03-17 16:33:00,2023-03-17 16:33:00,2,0,266,At Risk
1,344.33,8.83,166,2023-09-23 12:50:00,2023-09-23 12:50:00,39,0,77,Regular
6,1852.0,20.81,865,2023-02-15 09:20:00,2023-12-06 12:21:00,64,294,3,Frequent
2,1028.46,12.7,739,2023-02-21 12:58:00,2023-03-29 16:36:00,71,36,254,At Risk
1,384.06,17.46,182,2023-10-10 12:28:00,2023-10-10 12:28:00,22,0,60,Regular
7,1905.87,13.33,1335,2022-12-05 12:34:00,2023-11-27 12:10:00,112,356,12,Frequent
2,4459.52,11.15,2380,2023-08-01 17:37:00,2023-09-12 13:43:00,354,41,87,High Value
10,5464.12,45.53,1832,2022-12-16 10:38:00,2023-11-22 13:33:00,62,341,16,VIP
2,1873.2,624.4,1040,2023-11-09 15:52:00,2023-11-10 11:55:00,3,0,29,Regular
7,1616.8,12.63,401,2023-05-18 15:55:00,2023-12-06 17:26:00,74,202,2,Frequent
1,126.12,18.02,43,2023-12-04 16:02:00,2023-12-04 16:02:00,7,0,4,Regular
6,1133.25,94.44,1233,2023-07-12 09:11:00,2023-12-02 16:39:00,7,143,6,Frequent
1,179.0,179.0,100,2023-05-05 08:30:00,2023-05-05 08:30:00,1,0,218,At Risk
5,1614.31,17.36,860,2023-02-28 10:37:00,2023-11-29 11:50:00,84,274,10,Regular
6,1456.96,39.38,544,2022-12-21 13:22:00,2023-11-09 16:43:00,13,323,29,Frequent
3,702.0,58.5,360,2023-01-18 11:51:00,2023-02-24 17:28:00,7,37,287,At Risk
4,295.0,73.75,76,2023-02-08 15:42:00,2023-07-13 09:44:00,1,154,149,Regular
2,484.82,21.08,294,2023-09-26 15:43:00,2023-11-16 13:53:00,21,50,22,Regular
11,3989.57,23.61,2164,2022-12-16 09:35:00,2023-12-09 09:38:00,75,358,0,VIP
